CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
51.710.043/0001-00;2026-01-01;2;2026-01-31;1268;;;;;;;;;;;;;;;;88083258.25;87990625.08;771287;114.082857717037;0.000659;0;0.012899;0.012899;0;0
51.734.924/0001-52;2026-01-01;1;2026-01-30;354;;;;;;;;;;;;;;;;386343770.6;378845656.06;401399022;0.943813101916327;0.000293;5.6E-05;-0.004218;-0.004218;0;0
51.753.261/0001-13;2026-01-01;1;2026-01-31;43;;;;;;;;;;;;;;;;14033079.62;11674245.37;10113.5522;1154.31701336351;0.00523675390249229;;-0.003642;-0.003642;;
51.786.271/0001-55;2026-01-01;1;2026-01-30;131;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207092664.14;206956936.54;173540;1192.560427;0.00015;0;0.005147;-5.2E-05;0.005199;0
51.802.350/0001-02;2026-01-01;1;2026-01-30;8207;8204;0;0;0;0;0;0;0;0;0;0;3;0;0;0;347008212.49;346504224.88;3492678;99.208752;0.001009;0;0.021819;0.009538;0.012281;0
51.817.522/0001-11;2026-01-01;1;2026-01-31;102;;;;;;;;;;;;;;;;54015256.34;53912294.31;55163;977.327090803618;0.00166782514361148;;-0.001373;-0.001373;;
51.868.778/0001-58;2026-01-01;1;2026-01-30;6702;;;;;;;;;;;;;;;;141085185.89;139542314.39;14803242;9.4264698496451;7.5E-05;2.3E-05;0.016201;0.006379;0.009822;0
51.870.412/0001-13;2026-01-01;1;2026-01-30;11992;;;;;;;;;;;;;;;;451900966.88;441883961.5;46971245;9.40754202917125;0.000915;5E-05;0.01432;0.004708;0.009612;0
51.889.479/0001-08;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;181389331.25;151621004.1;137040.09219538;1106.39887693473;0.0004;0;0.005216;0.005216;0;0
51.889.479/0001-08;2026-02-01;1;2026-02-28;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;203799395.85;152848138.44;137040.09219538;1115.3534414008;0.0003;0;0.008093;0.008093;0;0
51.890.054/0001-00;2026-01-01;2;2026-01-30;5610;;;;;;;;;;;;;;;;363578415.72;360072051.42;41922689;8.588954;0.000923;0;0.00933029;0.00059297;0.00873732;0
51.951.316/0001-08;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50499017.46;50466384.77;111529822.026922;0.452492291773029;0.000172505917348278;1.91672140655301E-05;-0.000783;-0.000783;0;0
51.991.587/0001-89;2026-01-01;1;2026-01-30;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;206164947.96;205938469.74;209930.76447951;980.982802833076;0.000653;0;-0.000213;-0.000213;0;
51.991.713/0001-03;2026-01-01;1;2026-01-31;3;;;;;;;;;;;;;;;;10169512.1;10141333.21;10500;965.841258095238;0.00166818007550705;;-0.00174;-0.00174;;
52.101.897/0001-43;2026-01-01;1;2025-12-31;662;649;3;0;0;0;5;0;0;0;0;0;4;0;0;1;36999067.98;36480081.37;3582421;10.18308048;0.000451;0;0.01695307;0.00510862;0.01184445;0
52.153.014/0001-49;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;1;;;;100840687.99;100797976.23;100000000;1.00798;8.4E-05;0;0.02545999;0.02545999;0;0
52.219.978/0001-42;2026-01-01;1;2026-01-30;28355;;;;;;;;;;;;;;;;1042016876.61;1021195946.43;9625000;106.098280148571;0.000565;5.6E-05;0.007181;0.001517;0.005664;0
52.227.760/0001-30;2026-01-01;1;2026-01-30;6361;6347;8;0;0;0;1;0;0;0;0;0;4;1;0;0;71199804.78;71040830.61;7418243;9.576504;0.000828;0;0;0;0;0
52.241.939/0001-41;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;258538533.53;258467384.12;113994.8011;2267.36115721;9.1E-05;0;0.00263687;0.00263687;0;0
52.270.671/0001-76;2026-01-01;1;2026-01-30;14094;;;;;;;;;;;;;;;;613857880.69;606108095.46;6250000;96.9772952736;0.0009869;8.36E-05;2.43;1.54;0.89;0
52.321.885/0001-24;2026-01-01;1;2026-01-30;11;9;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1064075163.65;1058601180.79;27214.54793273;38898.3562544082;0.000333391523082017;0;-0.000249;-0.000249;0;0
52.324.762/0001-47;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;31562351.34;22266518.37;402311;55.3465313401821;0.0006;0;-0.074461;-0.083472;0.009011;0.083474
52.353.292/0001-40;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;219259993.86;137696125.62;1314901;104.719766;0.000425;0;0.018522;0.001816;0.016706;0
52.355.496/0001-10;2026-01-01;1;2026-01-31;1603;;;;;;;;;;;;;;;;64339215.17;63605389.82;12500000;5.0884311856;0.000881608935322771;;0.010722;0.002105;0.008617;
52.355.764/0001-01;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1132281.72;1102369.85;1482.67764924;743.499337543167;0.00596591062427914;0.00596591062427914;-0.008271;-0.008271;0;0
52.355.865/0001-74;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30941033.75;30911120.23;1476.68250123;20932.8140641286;0.000212759678428516;0.000212759678428516;-0.000171;-0.000171;0;0
52.356.865/0001-99;2026-01-01;1;2026-01-30;4;;2;;;;;;;;;;;2;;;25207215.53;11686024.86;20100;581.394271641791;0.0009;0;-0.027455;-0.027455;0;0
52.357.468/0001-31;2026-01-01;1;2026-01-30;9617;;;;;;;;;;;;;;;;352044580.07;350216438.47;36336910;9.63803577326746;0.000953;0;0.010305;-7E-05;0.010375;0
52.366.833/0001-74;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;1;132651581.23;132589012.63;125637170.563782;1.0553326856616;0.00020825036292451;4.16502083427574E-05;0.000764;0.000764;0;0
52.371.756/0001-40;2026-01-01;1;2026-01-30;1850;1828;3;0;0;0;11;1;0;0;0;0;6;0;0;1;681669230.49;471402008.32;43542510;10.82624792;8.7E-05;0;-0.00401958;-0.02208521;0.01806563;0
52.446.271/0001-79;2026-01-01;1;2026-01-30;167;165;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8763135.06;8513919.58;109567;77.705145;0.008671;0;-0.009833;-0.005115;-0.004718;0
52.521.137/0001-95;2026-01-01;1;2026-01-30;49;47;1;0;0;0;0;0;0;0;0;0;0;1;0;0;8036522.02;7940176.91;101542;78.195987;0.010247;0;-0.037742;-0.019024;-0.018718;0
52.551.605/0001-74;2026-01-01;1;2026-01-30;925;890;3;0;0;0;27;0;1;0;0;0;3;0;0;1;528916825.78;528217074.42;53077768.52;9.95175738;8.4E-05;0;-0.00113596;-0.00911795;0.00798199;0
52.589.406/0001-55;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;111345322.12;3293401.34;40;82335.0335;0.00714258226420713;0.000318084524736363;-0.210017;-0.210017;0;0
52.609.938/0001-07;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;24240421.14;-1806970.7;533333.33;-3.38807008367544;0;0;8.530697;8.530697;0;0
52.610.191/0001-07;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;172861780.17;44284840.59;533333.33;83.034076625213;0.000343165060493221;0;9.658887;9.614068;0.044819;0
52.610.289/0001-64;2026-01-01;1;2026-01-30;1;;;;;;1;;;;;;;;;;60811675.16;26728835.8;533333.33;50.1165674382286;0.000568562361402961;0;7.02756;7.02756;0;0
52.635.194/0001-03;2026-01-01;2;2026-01-30;181;;;;;;;;;;;;;;;;52648114.21;49940140.19;447921;111.49318784;0.000548;0;-0.022811;-0.022811;0;0
52.649.350/0001-87;2026-01-01;1;2026-01-30;288;;;;;;;;;;;;;;;;10733148.48;10605313.89;110417;96.047836;0.000401;0;0.01422952;0.00326181;0.01096771;0
52.649.680/0001-72;2026-01-01;1;2026-01-30;8;;;;;;;;;;;;;;;;38099318.63;37731178.64;518865;72.71868143;0.000318;0;0.0106468;0.00169311;0.00895369;0
52.713.882/0001-36;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;64549906.7;64461973.21;627724;102.691586;0.000964;0;0.011312;0.004446;0.006866;0
52.714.934/0001-99;2026-01-01;1;2026-01-30;173;164;4;0;0;0;0;0;0;0;0;0;1;4;0;0;79813351.83;68633320.62;715952;95.86302;0.002087;0;0;0;0;0
52.889.976/0001-60;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;68244979;68026818.17;1082563.6252;62.8386328401089;0.00022;0;-0.000576;-0.000576;0;0
52.889.976/0001-60;2026-02-01;1;2026-02-27;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9252710.98;9220449;1082563.6252;8.51723518633517;0.000216;0;-0.82604;-0.82604;0;0
52.890.292/0001-89;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;1;;;;48194180.5;48177235.46;4517995;10.663411;0.000311;0;0.00777853;-3.31E-05;0.00781163;0
52.904.581/0001-90;2026-01-01;1;2026-01-30;251;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14415560.6;14381054.89;14951.49725393;961.847141176443;0.0024;0;-0.7309;-0.7309;0;0
52.904.581/0001-90;2026-02-01;1;2026-02-27;251;250;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14360507.87;14326012.65;14951.49725393;958.165754686168;0.0024;0;-0.3827;-0.3827;0;0
52.966.340/0001-75;2026-01-01;1;2026-01-30;393;384;8;0;0;0;0;0;0;0;0;0;1;0;0;0;118431263.06;100838108.98;8358357;12.0643457775254;0.000146666375932668;1.6296319086328E-05;0.040946;0.040946;0;0
53.018.363/0001-10;2026-01-01;1;2026-01-30;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
53.018.363/0001-10;2026-02-01;1;2026-02-27;0;0;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
53.072.782/0001-30;2026-01-01;1;2026-01-30;32;;;;;;;;;;;;;;;;111554736.25;110772989.24;1144708;96.7696471414544;0.00019;0;-0.000313;-0.000313;0;0
53.076.137/0001-96;2026-01-01;1;2026-01-30;1;0;0;1;;;;;;;;;;;;;42576035.1;42532674.25;420000;101.268272;0.000891;0;0.00662957;-0.0075803;0.01420987;0
53.076.143/0001-43;2026-01-01;1;2026-01-30;1;0;1;;;;;;;;;;;;;;13506559.47;13471557.8;171101;78.734536;0.002375;0;-0.00219375;-0.00219375;0;0
53.076.746/0001-45;2026-01-01;1;2026-01-30;108;108;;;;;;;;;;;;;;;96471187.31;96232289.35;109525.09505595;878.632328973013;0.000297327749274833;2.21418404819442E-05;-0.002846;-0.002846;0;0
53.087.126/0001-01;2026-01-01;1;2026-01-30;41;;;;;;;;;;;;;;;;70904862.72;70688222.31;5365285;13.1751104200429;0.000212;0;0.087789;0.087789;0;0
53.095.823/0001-04;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;;;;;29730979.43;29437686.06;300000;98.1256202;0.001446;0;0.014185;0.004359;0.009826;0
53.123.631/0001-64;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;13167113.86;8423113.86;7250;1161.80880827586;0.00095;0;0.108941;0.108941;0;0
53.127.942/0001-00;2026-01-01;2;2026-01-31;112;111;;;;;;;;;;;1;;;;73103969.82;72427696.56;4424262.98337786;16.3705676701665;0.000966481102184592;0;-0.000644;-0.000644;0;0
53.137.434/0001-02;2026-01-01;1;2026-01-30;6;;;;;;;;;;;;;;;;79724618.24;79623368.87;120000;663.528073916667;0.000188;0;-0.000798;-0.015011;0.014213;0.00094
53.178.634/0001-03;2026-01-01;1;2026-01-30;28;23;0;0;0;0;5;0;0;0;0;0;0;0;0;0;9087014.51;9053025.22;100880;89.74053549;0.001657;0;-0.00160974;-0.00160974;0;0
53.179.110/0001-29;2026-01-01;1;2026-01-30;2;;1;;;;;;;;;;;1;;;28402635.67;25974019.43;58179.98967187;446.442489531043;0.000462;7.7E-05;-0.001894;-0.001894;0;0
53.190.891/0001-52;2026-01-01;1;2026-01-30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;47896135.64;46865450.85;37036.40961775;1265.38860903891;0.000327339430684256;9.82017651922365E-05;-0.000575;-0.000575;0;0
53.191.611/0001-20;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;115780250.25;115643622.16;107050.06453395;1080.27606207864;0.00076;0;0.002023;0.002023;0;0
53.193.237/0001-00;2026-01-01;1;2026-01-30;749;734;15;0;0;0;0;0;0;0;0;0;0;0;0;0;98229697.17;88855137.68;8496949;10.457299;0.000977;0;0;0;0;0
53.211.851/0001-40;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;142119334.29;142042190.29;158008.75877847;898.951370722079;0.000150786185120576;7.54001327220734E-05;-0.000742;-0.000742;0;0
53.249.951/0001-65;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28453427.24;28450427.24;29575.79443798;961.949722083041;3.5148857047533E-05;3.5148857047533E-05;-0.016383;-0.016383;0;0
53.250.967/0001-98;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;1;;;;35750570.17;34937786.37;3495030;9.99642;0.000343;0;-0.01497343;-0.01497343;0;0
53.251.006/0001-06;2026-01-01;1;2026-01-30;1673;0;0;;;;;;;;;;1;;;;153375627.87;149887100.79;144426;1037.81244921;0;0;-0.01770828;-0.01770828;0;0
53.251.715/0001-83;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28428570.7;28425570.7;29575.7927747;961.1093408903;3.51795927179045E-05;3.51795927179045E-05;-0.016408;-0.016408;0;0
53.251.882/0001-24;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28274471.56;28257471.56;29575.7978389;955.4255041206;7.07777408800832E-05;7.07777408800832E-05;-0.016546;-0.016546;0;0
53.260.548/0001-37;2026-01-01;1;2026-01-31;424;;;;;;;;;;;;;;;;37990512.84;37531915.67;5453775;6.88182326370266;0.000845472431490199;;-0.148788;-0.158037;0.009249;
53.275.496/0001-72;2026-01-01;1;2026-01-30;6;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;14413796.62;14391273.16;520997.13053679;27.6225574316935;0.0008;0;-0.000738;-0.000738;0;0
53.275.496/0001-72;2026-02-01;1;2026-02-27;6;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;15403126.47;15380603.01;557206.87741045;27.6030387160321;0.0007;0;-0.000707;-0.000707;0;0
53.294.563/0001-04;2026-01-01;2;2026-01-30;1;;;;;;;;;;;;;;;;8022905.85;7994514.08;44044.4;181.510341;0.003197;0;0.00388444;0.00388444;0;0
53.305.536/0001-81;2026-01-01;1;2026-01-30;16;;;;;;;;;;;;;;;;50159109.97;49423677.58;500000;98.84735516;0.00017;0;0.01355405;-2.18E-06;0.01355623;0
53.309.565/0001-11;2026-01-01;2;2026-01-30;3;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;324430965.29;324316143.31;309000;1049.566807;0.000124;0;0.011571;0.006052;0.005519;0
53.317.751/0001-00;2026-01-01;1;2026-01-30;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1728974.66;1656353.28;3370.29364928;491.456665906203;0.00674;0;0;0;0;0
53.322.347/0001-17;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;122284086.4;122155881.75;9875.08781855;12370.105865847;0.0001;0;-0.000499;-0.000499;0;0
53.372.824/0001-59;2026-01-01;1;2026-01-30;1;;1;;;;;;;;;;;;;;327153554.18;253696687.39;10;25369668.739;0.0001;0;0.018011;0.018011;0;0
53.391.567/0001-00;2026-01-01;2;2026-01-30;239;214;2;0;0;0;0;1;4;0;0;0;3;15;0;0;212402013.32;211962217.28;1924193;110.156423;0.001326;0;0.122412;-0.015578;0.13799;0
53.391.653/0001-05;2026-01-01;1;2026-01-30;19;5;0;0;0;0;0;0;0;0;0;0;9;5;0;0;235336540.86;204686938.87;1738692;117.724668;0.000543;0;-0.005923;-0.002937;-0.002986;0
53.463.715/0001-47;2026-01-01;1;2026-01-30;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141887106.33;141778556.46;142000;998.44053845;0.000193;0;-0.00042431;-0.00042431;0;0
53.466.467/0001-98;2026-01-01;1;2026-01-30;4599;;;;;;;;;;;;;;;;249153227.51;245881817.07;26261802;9.36271688705901;0.000504;2.5E-05;-0.004048;-0.011648;0.0076;0
53.471.254/0001-54;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;140539.36;-135531457.19;319681.6991;-423.95751;-6.6E-05;0;0.00013127;0.00013127;0;0
53.507.204/0001-80;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;560910.52;517534.11;59000;8.77176457627119;0.0232043449271392;0.00257826484132611;-0.057629;-0.057629;0;0
53.523.736/0001-00;2026-01-01;1;2026-01-31;167;;;;;;;;;;;;;;;;49795909.9;49063293.2;5000000;9.81265864;0.000633705117861921;;0.009695;-0.000491;0.010186;
53.645.729/0001-81;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;2;;;;36116262.57;28268199.66;500399;56.4913192472407;0.0005;0;-0.055094;-0.064084;0.00899;0.064019
53.654.501/0001-58;2026-01-01;1;2026-01-30;131;;;;;;;;;;;;;;;;242338254.41;239726659.52;239599794;1.00052948926993;0.001042;5.6E-05;-0.000251;-0.000251;0;0
53.656.482/0001-07;2026-01-01;1;2026-01-30;24841;;;;;;;;;;;;;;;1;499765704.72;306517192.48;35021736;8.75219871;0.001066;0;0.02019019;0.00639171;0.01379848;0
53.724.231/0001-04;2026-01-01;2;2026-01-30;31;6;0;0;0;0;0;0;0;0;0;0;1;24;0;0;430666897.38;393121058.01;205000;1917.663698;0.001369;0;-0.081328;-0.080529;-0.000799;0
53.730.029/0001-95;2026-01-01;1;2026-01-30;1233;1206;25;0;0;0;0;0;0;0;0;0;0;1;0;1;106557350.83;105395912.24;997857.00104541;105.62226063412;0.00092;0;0.027909;0.027909;0;0
53.764.894/0001-52;2026-01-01;1;2026-01-30;354;346;;;;;;;;;;;1;5;;2;17414944.24;17240246.71;1702007;10.1293629873438;0.00104406858572153;0.000116007620635726;0.012313;0.006133;0.00618;0
53.866.393/0001-87;2026-01-01;1;2026-01-31;2584;;;;;;;;;;;;;;;;175857108.25;96198960.89;98886;972.826900572376;0.000875532637990847;;0.020078;0.020078;;
53.866.872/0001-01;2026-01-01;1;2026-01-30;145;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46303753.08;46225405.46;5537031;8.34841;0.001091;0;0;0;0;0
54.010.546/0001-52;2026-01-01;1;2026-01-30;2;;;;;;;;;;;;2;;;;170513760.38;132944665.23;2066476;64.333999151212;0.0001;0;0.023784;0.010858;0.012926;0
54.045.925/0001-88;2026-01-01;1;2026-01-30;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15577966.61;11603771.52;16495.56796831;703.447831701961;0.00501561064863159;0;-0.000584;-0.000584;0;0
54.064.962/0001-33;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;31855716.08;31709016.08;34424.53676929;921.116710807493;0.000252;0;-0.000567;-0.000567;0;0
54.088.529/0001-38;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;103019047.91;15482366.96;465620.1;33.25107091;0.001086;0;0.07475286;0.07475286;0;0
54.089.614/0001-10;2026-01-01;1;2026-01-30;1;0;0;;;;;;;;;;1;;;;68767006.82;48535646.92;3650100;13.297073;0.000165;0;0.00623172;0.00133689;0.00489483;0
54.089.708/0001-90;2026-01-01;1;2026-01-30;586;;;;;;;;;;;;;;;;24340440.8;24063947.01;315650;76.2361698400127;0.000822;0;-0.003654;-0.003654;0;0.00010777
54.134.474/0001-55;2026-01-01;1;2026-01-30;116;108;0;0;0;0;0;0;0;0;0;0;2;6;0;0;146044168.27;145898854.15;111541;1308.028923;0.000192;0;0;0;0;0
54.174.907/0001-04;2026-01-01;1;2026-01-30;678;675;;;;;1;;;;;;2;;;;14718518.39;14667292.22;1026794;14.2845519354418;0.0006;0;0.012198;0.006634;0.005564;0
54.250.318/0001-50;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;43390425.63;43350483.51;805579.7067;53.81277998;0.000364;0;0.03807969;0.03615706;0.00192263;0
54.250.610/0001-72;2026-01-01;1;2026-01-30;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;56253231.74;56214217.21;571936.72;98.287477;0.000281;0;0.00525384;-0.03426668;0.03952052;0
54.275.309/0001-13;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;1;;;12774854.17;12558354.17;12948.0113745;969.906019292863;0.000737;0;-0.001431;-0.001431;0;0
54.306.150/0001-57;2026-01-01;1;2026-01-30;126;;;;;;;;;;;;;;;;13924673.85;13821543.99;11434.1666;1208.793301;0.000642;0;0.04337787;0.04337787;0;0
54.375.187/0001-37;2026-01-01;1;2026-01-30;36346;36301;18;;1;;4;;;;;;7;15;;;1814209149.94;967278322.55;99120994;9.75856156718929;0.000466;3.1E-05;0.001668;-0.006981;0.008649;0
54.386.365/0001-25;2026-01-01;1;2026-01-30;1;;;;;;;;;;;;;;;;185954678.49;185074051.95;122654.58920652;1508.90442132892;0.00015;2.7E-05;0.002705;0.002705;0;0
54.417.489/0001-20;2026-01-01;3;2026-01-30;2;;;;;;;;;;;;;2;;;115061342.83;111939070.1;46442.45;2410.27486921986;0.0001;0;-0.000384;-0.000384;0;0
54.419.040/0001-00;2026-01-01;1;2026-01-30;3;2;;;;;;;;;;;;1;;;14809844.91;8432615.07;5562.69334315;1515.92305198417;0;0;-0.000427;-0.000427;0;0
